Project	Fully-Qualified Class Name	Module	Description
client	com.l3com.apps.commongui.renderers.RIFundingHeaderRenderer.java	APPS System-Wide Graphical User Interface Components	"Renders the column headers in a table that is filterable. Displays an icon to indicate whether a column currently has filters applied. Displays a second icon to indicate if the column is currently sorted, and in what direction."
client	com.l3com.apps.commongui.renderers.RightAlignIntegerAndStringTableEditor.java	APPS System-Wide Graphical User Interface Components	"An extension of javax.swing.JPanel that contains user interface components such as text boxes, buttons, and dropdown boxes. Tabs are used to organize and lay out information within a module"
client	com.l3com.apps.commongui.renderers.RightAlignIntegerAndStringTableRenderer.java	APPS System-Wide Graphical User Interface Components	"An extension of javax.swing.table.DefaultTableCellRenderer. Provides a user-friendly, rendered value for every object in a JTable. Can also supply background color, font color, and font styling (italics, bold, etc.) as visual indicators to the user."
client	com.l3com.apps.commongui.renderers.TablePopupCalendarEditor.java	APPS System-Wide Graphical User Interface Components	"An extension of javax.swing.JPanel that contains user interface components such as text boxes, buttons, and dropdown boxes. Tabs are used to organize and lay out information within a module"
client	com.l3com.apps.commongui.renderers.ToUpperCaseTableEditor.java	APPS System-Wide Graphical User Interface Components	"An extension of javax.swing.JPanel that contains user interface components such as text boxes, buttons, and dropdown boxes. Tabs are used to organize and lay out information within a module"
client	com.l3com.apps.commongui.renderers.UserNameListRenderer.java	APPS System-Wide Graphical User Interface Components	"An extension of javax.swing.DefaultListCellRenderer. Provides a user-friendly, rendered value for every object in a JList or JComboBox. Can also supply background color, font color, and font styling (italics, bold, etc.) as visual indicators to the user."
client	com.l3com.apps.commongui.renderers.UserNameTableRenderer.java	APPS System-Wide Graphical User Interface Components	"An extension of javax.swing.table.DefaultTableCellRenderer. Provides a user-friendly, rendered value for every object in a JTable. Can also supply background color, font color, and font styling (italics, bold, etc.) as visual indicators to the user."
client	com.l3com.apps.commongui.SaveThread.java	APPS System-Wide Graphical User Interface Components	  
client	com.l3com.apps.constants.AppsConstants.java	APPS System-Wide Constants	A set of constant values for use in the module
client	com.l3com.apps.constants.ResourceConstants.java	APPS System-Wide Constants	A set of constant values for use in the module
client	com.l3com.apps.constants.ResourceTypeEnumConverter.java	APPS System-Wide Constants	A set of constant values for use in the module
client	com.l3com.apps.deferdeltas.controllers.DeferDeltasController.java	Defer POM Issue Deltas	A controller that follows the Model-View-Controller pattern to coordinate communication between the view and the model
client	com.l3com.apps.deferdeltas.gui.MainWindow.java	Defer POM Issue Deltas	"An extension of javax.swing.JInternalFrame that fulfills the role of view in the Model-View-Controller pattern. Internal frames are displayed within the APPS desktop, and support tiling, resizing, minimizing, and maximizing. They contain other Swing components, such as JPanels and JScrollPanes, to organize the module's user interface widgets"
client	com.l3com.apps.deferdeltas.gui.renderer.BlueCommentResourceTableRenderer.java	Defer POM Issue Deltas	"An extension of javax.swing.table.DefaultTableCellRenderer. Provides a user-friendly, rendered value for every object in a JTable. Can also supply background color, font color, and font styling (italics, bold, etc.) as visual indicators to the user."
client	com.l3com.apps.deferdeltas.managers.DeferDeltasManager.java	Defer POM Issue Deltas	Performs communication with the server using the HTTPS protocol. Marshals outgoing messages (Java objects) to an XML representation. Unmarshals incoming messages from XML to Java objects
client	com.l3com.apps.deferdeltas.multiedit.controllers.DeferDeltasMultiEditController.java	Defer POM Issue Deltas	A controller that follows the Model-View-Controller pattern to coordinate communication between the view and the model
client	com.l3com.apps.deferdeltas.multiedit.gui.BlueCommentDeltaTableRenderer.java	Defer POM Issue Deltas	"An extension of javax.swing.table.DefaultTableCellRenderer. Provides a user-friendly, rendered value for every object in a JTable. Can also supply background color, font color, and font styling (italics, bold, etc.) as visual indicators to the user."
